aircraft_id,report_date,aircraft_model,operator,flight_phase,cruise_altitude_ft,flight_conditions,weather_conditions,component_name,component_status,anomaly_type,root_cause,maintenance_outcome,base_location,airport_code,crew_experience,contributing_factors,report_summary,health_status,alert_active,flight_hours,report_year,report_month
714172,2006-10-01,A310,Air Carrier,Cruise,28000.0,Imc,unknown,unknown,Unknown,aircraft equipment problem critical,Aircraft,air traffic control issued new clearance; flight crew diverted; flight crew landed in emergency condition; general declared emergency,us,zzz.artcc,flight crew last 90 days 90; flight crew total 8500; flight crew type 90,aircraft,a310 freighter crew has fire warning at fl240 and declares an emer.,Critical,True,8500,2006,10
955045,2011-06-01,Citation Excel (C560Xl),Fractional,Initial Approach,1800.0,Mixed,10,unknown,Unknown,atc issue all types; conflict nmac; deviation - altitude excursion from assigned altitude,Procedure,flight crew flc complied w / automation / advisory; flight crew took evasive action,us,zzz.tower,unknown,human factors; procedure,an nmac between a ce560xl and a homebuilt aircraft occurred on final approach in mixed imc.,Normal,False,11958,2011,6
843672,2009-07-01,B737-800,Unknown,Taxi,0.0,Unknown,unknown,unknown,Unknown,conflict ground conflict; less severe,Human Factors,general none reported / taken,pa,phl.airport,unknown,company policy; human factors,b737ng captain is concerned that aircraft inbound to the gates at phl operate too close to ground crews dispatching other aircraft.,Normal,False,9178,2009,7
795252,2008-07-01,B757-200,Air Carrier,Parked,0.0,Vmc,unknown,gpws,Unknown,aircraft equipment problem less severe,Company Policy,general maintenance action,ma,bos.airport,flight crew last 90 days 100; flight crew total 20000; flight crew type 800,company policy; human factors; incorrect / not installed / unavailable part; aircraft,b757-200 captain is dressed down by maint for refusing an acft due to a deferral of the egpws deemed inappropriate for the nature of the flt.,Warning,True,20000,2008,7
785569,2008-04-01,B757-200,Air Carrier,Landing,400.0,Unknown,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy; inflight event / encounter unstabilized approach; inflight event / encounter weather / turbulence,Human Factors,flight crew executed go around / missed approach; flight crew regained aircraft control,ma,bos.airport,unknown,human factors; weather,an acr acft expected bos rwy 27 ils from atis. close-in with a tailwind; atc switched to rwy 22l. at 200 ft unstabilized the crew executed a gar. atc cleared acft for apch to rwy 27 close in and high. capt took the acft for landing.,Normal,False,11072,2008,4
857746,2009-10-01,B757-200,Air Carrier,Climb; Landing; Cruise; Takeoff / Launch,0.0,Unknown,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural weight and balance,Human Factors,general none reported / taken,fo,zzzz.airport,unknown,human factors; procedure,a b757-200's takeoff trim and fuel burn were not as predicted on the load planning documents. the captain reported the aircraft's weight and balance was examined after the flight and found to be in error.,Normal,False,11830,2009,10
1005532,2012-04-01,Regional Jet Cl65; Undifferentiated Or Other Model,Air Carrier,Landing,0.0,Unknown,unknown,unknown,Unknown,atc issue all types; deviation / discrepancy - procedural published material / policy,Human Factors,flight crew executed go around / missed approach,ca,sfo.airport,unknown,human factors; procedure,sfo controller described a below-mva event when traffic on final for runway 28l initiated a go around absent a landing clearing with traffic departing runway 28r; the reporter assigning the wrong altitude/frequency to missed approach aircraft.,Normal,False,13458,2012,4
778285,2008-03-01,Amateur/Home Built/Experimental,Personal,Taxi,0.0,Vmc,unknown,nose gear,Failed,aircraft equipment problem critical,Aircraft,aircraft aircraft damaged; general maintenance action; general none reported / taken,us,zzz.airport,flight crew last 90 days 5; flight crew total 1000; flight crew type 800,aircraft,an experimental van's rv-6a acft nose gear collapsed as pilot taxied into position for take-off. crack found at upper section of nose gear.,Critical,True,1000,2008,3
724502,2007-01-01,B737-300,Air Carrier,Initial Approach,0.0,Vmc,unknown,flap control (trailing & leading edge),Malfunctioning,aircraft equipment problem critical,Aircraft,general declared emergency; general maintenance action,us,zzz.airport,unknown,human factors; aircraft,b737-700 on maint ferry is denied use of longer rwy required by trailing edge flap problem. flt crew declares emergency to get atc cooperation.,Critical,True,4896,2007,1
654217,2005-04-01,Regional Jet 200 Er/Lr (Crj200),Air Carrier,Landing; Initial Approach,3000.0,Mixed,turbulence,indicating and warning - landing gear,Malfunctioning,aircraft equipment problem critical,Aircraft,air traffic control issued new clearance; aircraft equipment problem dissipated; flight crew executed go around / missed approach; flight crew overcame equipment problem; general maintenance action,al,bhm.airport,flight crew last 90 days 80; flight crew total 4000; flight crew type 3000,aircraft,a crj200 on apch at 3000 ft made a gar due to nose gear unsafe warning. during clbout; warning went away.,Critical,True,4000,2005,4
1001383,2012-03-01,B757-200,Air Carrier,Descent,32000.0,Vmc,unknown,flap control (trailing & leading edge),Malfunctioning,aircraft equipment problem critical,Aircraft,flight crew landed in emergency condition; general declared emergency; general maintenance action,us,zzz.artcc,unknown,aircraft,a b757-200 flight crew declared an emergency and landed with no trailing edge flap extension after receiving te flap asym eicas warning during their descent.,Critical,True,2303,2012,3
666765,2005-07-01,Citation Excel (C560Xl),Corporate,Initial Climb,1500.0,Vmc,10,unknown,Unknown,deviation - track / heading all types; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance,Airspace Structure,air traffic control issued advisory / alert,nj,teb.airport,flight crew last 90 days 40; flight crew total 4500; flight crew type 600,airspace structure; human factors; chart or publication,c560 flt crew is admonished by ctlr for not turning soon enough on teb 5 dep.,Normal,False,4500,2005,7
889412,2010-05-01,Baron 55/Cochise,Unknown,Cruise,4000.0,Unknown,unknown,unknown,Unknown,atc issue all types; airspace violation all types; deviation / discrepancy - procedural published material / policy,Atc Equipment / Nav Facility / Buildings,air traffic control issued new clearance,ct,y90.tracon,unknown,atc equipment / nav facility / buildings; airspace structure; procedure,y90 controller described a near airspace boundary infraction with n90; the reporter noting hand off failures to n90 were common in this area; allegedly due to limited n90 radar coverage.,Normal,False,12155,2010,5
949530,2011-05-01,Pa-18/19 Super Cub,Corporate,Initial Climb,400.0,Vmc,windshear; 10,engine,Malfunctioning,aircraft equipment problem critical,Ambiguous,flight crew regained aircraft control; flight crew returned to departure airport; flight crew took evasive action; general flight cancelled / delayed; general maintenance action,us,zzz.airport,flight crew last 90 days 100; flight crew total 2000; flight crew type 1000,equipment / tooling; aircraft; weather,a pa18 attempted to tow a banner but because of wind conditions; low engine power output and a heavy banner the aircraft was unable to climb so the banner was released and the plane returned to the departure airport.,Critical,True,2000,2011,5
1008357,2012-05-01,Emb Erj 145 Er/Lr,Air Carrier,Takeoff / Launch,0.0,Vmc,unknown,cargo compartment fire/overheat warning,Malfunctioning,aircraft equipment problem less severe; flight deck / cabin / aircraft event smoke / fire / fumes / odor,Aircraft,flight crew returned to departure airport; flight crew landed in emergency condition; general maintenance action; general declared emergency,us,zzz.airport,unknown,aircraft,emb145 captain receives a bagg smoke warning shortly after takeoff. atc is advised and the qrh is consulted resulting in the halon bottle being discharged into the cargo compartment. flight returns to departure airport where the warning is found to be false.,Critical,True,11372,2012,5
844515,2009-07-01,Cardinal 177/177Rg,Corporate,Cruise,3000.0,Vmc,10,unknown,Unknown,airspace violation all types; deviation / discrepancy - procedural published material / policy,Procedure,none reported,us,zzz.airport,flight crew last 90 days 32.5; flight crew total 3188; flight crew type 2288,procedure; human factors; airspace structure,a pilot hired to take pictures of an auto race was cited for violating a special event tfr.,Normal,False,3188,2009,7
1213827,2014-10-01,Small Aircraft,Personal,Initial Climb,0.0,Unknown,unknown,unknown,Unknown,atc issue all types; conflict ground conflict; less severe; deviation / discrepancy - procedural clearance; ground incursion runway,Human Factors,air traffic control separated traffic,ak,lhd.airport,air traffic control time certified in pos 1 (yrs) 17,human factors; procedure; airport,lhd and mri controller's report of an aircraft at mri airport on the ground; talking to lhd controller's asking for takeoff clearance. lhd controller clears aircraft for takeoff and at mri the controller sends an aircraft around because the aircraft was close to the runway.,Normal,False,10749,2014,10
931004,2011-02-01,B757-200,Air Carrier,Initial Climb,0.0,Unknown,unknown,unknown,Unknown,atc issue all types; deviation / discrepancy - procedural clearance,Human Factors,air traffic control issued new clearance,hi,lih.airport,unknown,human factors,hcf controller reported when one aircraft called for departure; he heard a different callsign. when the aircraft was airborne; the error was detected as it was a different departure airport.,Normal,False,12542,2011,2
978054,2011-11-01,Dash 8-300,Air Carrier,Initial Climb,0.0,Vmc,unknown,nose gear door,Malfunctioning,aircraft equipment problem less severe,Aircraft,air traffic control issued new clearance; flight crew diverted; general maintenance action,us,zzz.tower,flight crew total 6000; flight crew type 5000,aircraft,dhc8 captain experiences a failure of the nose gear doors to close after gear retraction. the gear is extended using the abnormal checklist and left down. a great deal of discussion with dispatch and maintenance is required before a diversion field is selected. an uneventful landing ensues.,Warning,True,6000,2011,11
1183455,2014-06-01,Bonanza 33,Unknown,Final Approach,4500.0,Unknown,unknown,unknown,Unknown,conflict nmac,Human Factors,flight crew took evasive action,az,a39.airport,unknown,human factors; airport,a student pilot and his instructor experienced an nmac with an aircraft in the traffic pattern of an uncontrolled field while conducting a practice forced landing from high altitude.,Normal,False,9360,2014,6
956493,2011-06-01,Dassault-Breguet Undifferentiated Or Other Model,Government,Landing,0.0,Vmc,unknown,main gear,Malfunctioning,aircraft equipment problem less severe; ground event / encounter ground strike - aircraft,Aircraft,air traffic control issued advisory / alert; air traffic control issued new clearance; aircraft aircraft damaged; flight crew landed in emergency condition; flight crew executed go around / missed approach; flight crew requested atc assistance / clarification; flight crew took evasive action; general maintenance action,us,zzz.airport,flight crew last 90 days 45; flight crew total 7800; flight crew type 150,aircraft,an alpha jet pilot reported the tower controller commanded a go around while he was in the landing flare because his main gear were not down. after a flyby with the gear down and indications normal; a landing was accomplished and minor fuselage damage from a runway contact was discovered.,Warning,True,7800,2011,6
1103744,2013-07-01,B747 Undifferentiated Or Other Model,Air Carrier,Final Approach,0.0,Vmc,unknown,gpws,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew overcame equipment problem,fo,etar.airport,flight crew last 90 days 220; flight crew total 24000; flight crew type 4500,aircraft,b747 captain reports a false egpws terrain warning during ils to runway 9 at etar in day vmc.  the system is overridden and the approach is continued to landing.,Warning,True,24000,2013,7
807264,2008-10-01,B777-200,Air Carrier,Taxi,0.0,Unknown,unknown,pmc; performance/thrust management computer,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew overrode automation,us,zzz.airport,flight crew last 90 days 200; flight crew total 23000; flight crew type 1400,aircraft,a b777 crew notes an uncommanded change of the thrust setting to reduced clb pwr after engines were started and electrical pwr shifted to eng generators.,Warning,True,23000,2008,10
971056,2011-09-01,A319,Air Carrier,Taxi,0.0,Unknown,unknown,powerplant fire/overheat warning,Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural maintenance,Ambiguous,general maintenance action; general release refused / aircraft not accepted,us,zzz.airport,flight crew last 90 days 150; flight crew total 19000; flight crew type 2000,company policy; procedure; aircraft,an a319 fire warning indication and ecam alerted at the gate after engine shutdown but maintenance failed to address the anomaly to avoid a departure delay so the captain refused the aircraft. maintenance then replaced the faulty fire detection unit.,Critical,True,19000,2011,9
701387,2006-06-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Parked,0.0,Unknown,unknown,unknown,Unknown,ground event / encounter vehicle,Company Policy,general maintenance action; general none reported / taken,wa,sea.airport,flight crew last 90 days 200; flight crew type 7000,company policy,the capt of an md80 rpts a tug collision with the tow bar; which was attached to the acft; while attempting to hook up.,Normal,False,11136,2006,6
1219562,2014-10-01,M-6,Personal,Initial Climb,0.0,Unknown,90,unknown,Unknown,conflict airborne conflict; deviation / discrepancy - procedural published material / policy,Human Factors,flight crew returned to departure airport,nv,hth.airport,flight crew last 90 days 55; flight crew total 3000; flight crew type 2000,human factors,maule pilot departing hth experiences an airborne conflict with a cessna landing opposite direction after a straight in approach and not making position reports.,Normal,False,3000,2014,10
701763,2006-06-01,Bonanza 33,Personal,Initial Approach,0.0,Vmc,unknown,unknown,Unknown,conflict ground conflict; critical; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy; ground incursion runway,Human Factors,general none reported / taken,la,new.airport,flight crew last 90 days 70; flight crew total 950; flight crew type 80,airport; human factors,beech 33 plt has a rwy incursion at non-ctl twr; new.,Critical,True,950,2006,6
1059526,2013-01-01,Bae 125 Series 800,Fractional,Climb,1500.0,Vmc,turbulence; windshear,fms/fmc,Design,aircraft equipment problem less severe; conflict airborne conflict; deviation - track / heading all types; deviation / discrepancy - procedural clearance,Aircraft,air traffic control issued advisory / alert; flight crew returned to clearance; flight crew flc overrode automation; flight crew took evasive action,nj,teb.airport,unknown,environment - non weather related; aircraft; weather,a hs-125-800xp departed on the teb ruudy 4 with a 24 kt crosswind which the autopilot apparently could not compute a track correction for; as such did not turn at wentz.,Warning,True,8394,2013,1
698460,2006-05-01,Cessna 180 Skywagon,Personal,Taxi,0.0,Vmc,10,unknown,Unknown,conflict ground conflict; critical; deviation / discrepancy - procedural far; ground event / encounter other / unknown,Human Factors,aircraft aircraft damaged; general none reported / taken,tx,fws.airport,flight crew last 90 days 29; flight crew total 1269; flight crew type 571,human factors; aircraft; airport,c180 plt collides with another acft while taxiing at fws.,Critical,True,1269,2006,5
780334,2008-03-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Takeoff / Launch,0.0,Unknown,unknown,unknown,Unknown,aircraft equipment problem less severe; flight deck / cabin / aircraft event smoke / fire / fumes / odor,Aircraft,flight crew diverted; flight crew landed in emergency condition; general declared emergency,us,zzz.airport,flight attendant airline total 9; flight attendant total 9; flight attendant type 85,aircraft,an md80 fa reports a burnt toast smell; eye irritation and headaches in the aft cabin after tkof.,Critical,True,9,2008,3
993860,2012-02-01,B737-700,Air Carrier,Parked,0.0,Unknown,unknown,escape slide,Unknown,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy,Aircraft,general maintenance action,us,zzz.airport,unknown,aircraft; procedure; human factors,a b737 flight attendant discovered an entry slide gauge in the red during preflight and informed the captain. during the time it took to discuss the situation with maintenance ambient temperatures and the gauge pressure rose to be on the red/green line allowing the flight to depart.,Critical,True,6962,2012,2
890257,2010-04-01,B737-300,Air Carrier,Parked,0.0,Unknown,unknown,fuel tank,Malfunctioning,aircraft equipment problem critical,Undetermined,none reported,us,zzz.airport,unknown,unknown,a mechanic and inspector report about a pilot finding a fuel leak in the left wing of a b737-300 during his preflight at the #2 slat inboard track can. a washer was found in the slat can.,Critical,True,2396,2010,4
819346,2009-01-01,A320,Air Carrier,Parked,0.0,Unknown,unknown,pfd,Malfunctioning,aircraft equipment problem less severe; deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural published material / policy,Human Factors,general maintenance action; general none reported / taken,us,zzz.airport,unknown,aircraft; environment - non weather related; human factors; logbook entry,two days after replacing a primary flight display (pfd) on a a320; mechanic realizes he failed to perform a required cat-3 check on the aircraft.,Warning,True,10251,2009,1
863354,2009-12-01,A319,Air Carrier,Parked,0.0,Unknown,unknown,lubrication oil,Unknown,aircraft equipment problem less severe; deviation / discrepancy - procedural maintenance; flight deck / cabin / aircraft event other / unknown,Ambiguous,general maintenance action,us,zzz.airport,flight crew last 90 days 108; flight crew total 12000; flight crew type 4500,aircraft; human factors; procedure,a319 first officer reports discovering an engine oil leak during preflight which is not adequately addressed by maintenance before being signed off.,Warning,True,12000,2009,12
843846,2009-07-01,Regional Jet Cl65; Undifferentiated Or Other Model,Unknown,Parked,0.0,Vmc,icing,gear extend/retract mechanism,Malfunctioning,aircraft equipment problem less severe; deviation / discrepancy - procedural mel / cdl; deviation / discrepancy - procedural published material / policy; inflight event / encounter fuel issue,Procedure,none reported,us,zzz.airport,unknown,aircraft; logbook entry; mel; procedure,confusion reigned between the reporter/dispatcher; the flight crew and maintenance regarding the appropriate planning for maintenance ferry flight for a crj-50.,Warning,True,9744,2009,7
1235881,2015-01-01,Cessna 152,Fbo,Climb,1800.0,Vmc,6,reciprocating engine assembly,Malfunctioning,aircraft equipment problem critical,Aircraft,flight crew landed in emergency condition; flight crew returned to departure airport; general maintenance action,ca,nct.tracon,flight crew last 90 days 140; flight crew total 517; flight crew type 175,aircraft,c152 instructor pilot experiences a rough running engine climbing out from ca93 and elects to return. maintenance arrives and finds the bottom plugs have carbon build up. the plugs are cleaned and the aircraft is flown back to base where the engine begins to run rough again during approach.,Critical,True,517,2015,1
751803,2007-08-01,Balloon,Personal,Initial Approach,0.0,Unknown,6,unknown,Unknown,inflight event / encounter unstabilized approach; inflight event / encounter loss of aircraft control,Ambiguous,general none reported / taken; general evacuated,us,zzz.airport,flight crew last 90 days 10; flight crew total 75; flight crew type 75,human factors; environment - non weather related; airport,hot air balloon plt strikes pwr lines on lndg.,Normal,False,75,2007,8
1029485,2011-08-01,Baron 58/58Tc,Personal,Final Approach,0.0,Vmc,30,unknown,Unknown,airspace violation all types; conflict airborne conflict; deviation / discrepancy - procedural published material / policy,Ambiguous,general none reported / taken,il,igq.airport,flight crew last 90 days 50; flight crew total 1900; flight crew type 1400,airspace structure; human factors,be58 pilot reports being 'buzzed' by an f16 as he is about to land. he is informed after landing that he has entered a vip tfr although it is not visible on foreflight with stratus or via ads-b (weather; notams; tfr's).,Normal,False,1900,2011,8
1172047,2014-05-01,Small Aircraft; High Wing; 1 Eng; Fixed Gear,Unknown,Final Approach,1500.0,Unknown,unknown,unknown,Unknown,atc issue all types; conflict airborne conflict; deviation / discrepancy - procedural published material / policy; ground incursion runway,Procedure,air traffic control separated traffic; air traffic control issued new clearance; flight crew executed go around / missed approach,nd,far.airport,air traffic control time certified in pos 1 (yrs) 1.75,procedure; environment - non weather related,controller reports aircraft on final asks if a vehicle is on runway they are cleared to land on. controller realizes he doesn't own runway currently and sends aircraft around.,Normal,False,13712,2014,5
786680,2008-05-01,Cessna 310/T310C,Personal,Landing,0.0,Vmc,unknown,unknown,Unknown,ground event / encounter gear up landing,Human Factors,general none reported / taken,us,zzz.airport,unknown,human factors; aircraft,single twr ctlr described gear-up lndg event; not observed; because of admin duties; plt listed checklist/fatigue and state of mind as causal.,Normal,False,6997,2008,5
1210088,2012-10-01,Citation V/Ultra/Encore (C560),Air Taxi,Climb,35000.0,Vmc,30,unknown,Unknown,flight deck / cabin / aircraft event illness / injury; inflight event / encounter wake vortex encounter,Environment - Non Weather Related,flight crew returned to departure airport; general physical injury / incapacitation,oh,zob.artcc,flight crew last 90 days 25; flight crew total 12700; flight crew type 175,environment - non weather related; procedure,ce-560  captain reported 'one hard bump' from a possible wake encounter at fl350 that resulted in a passenger injury.,Normal,False,12700,2012,10
1208954,2014-10-01,B777 Undifferentiated Or Other Model,Air Carrier,Cruise,0.0,Unknown,unknown,emergency equipment,Design,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy; flight deck / cabin / aircraft event illness / injury,Incorrect / Not Installed / Unavailable Part,none reported,unknown,unknown,unknown,procedure; incorrect / not installed / unavailable part; manuals; human factors; aircraft; company policy,when faced with an on board medical emergency the flight attendants aboard a b777 found themselves unable to locate required equipment in a timely fashion; specifically the ick and sharps kits for cleanup of human waste and disposal of sharp objects.  insufficient/inadequate placarding of storage locations and non-aircraft type specific guidelines for preflight of emergency equipment were cited as contributing factors.  the use of the less comprehensive procedures and placarding of one of two merged carriers was also cited as a source of confusion.,Critical,True,8928,2014,10
781446,2008-04-01,Dc-8 70,Air Carrier,Initial Approach,24000.0,Vmc,10,turbine engine thrust reverser,Malfunctioning,aircraft equipment problem critical,Aircraft,aircraft equipment problem dissipated; flight crew landed in emergency condition; general declared emergency,us,zzz.airport,flight crew last 90 days 70; flight crew total 6000; flight crew type 1500,aircraft,thrust reverser/speed brake of dc8 fails to stow completely on descent.,Critical,True,6000,2008,4
724399,2007-01-01,B737-700,Air Carrier,Cruise,32000.0,Vmc,unknown,apu,Malfunctioning,aircraft equipment problem less severe; deviation / discrepancy - procedural published material / policy,Aircraft,flight crew diverted; flight crew landed in emergency condition; general declared emergency; general maintenance action,us,zzz.airport,flight crew last 90 days 201; flight crew type 14000,aircraft; human factors; company policy,a b737-700 apu oil pressure indicated low in flt during single gen operation. the crew secured the apu; declared an emergency; and diverted a nearby arpt.,Warning,True,9505,2007,1
1029535,2012-08-01,Skyhawk 172/Cutlass 172,Personal,Landing,0.0,Unknown,10,landing gear,Malfunctioning; Improperly Operated,aircraft equipment problem critical; ground event / encounter gear up landing,Ambiguous,aircraft aircraft damaged; general maintenance action,us,zzzz.airport,flight crew last 90 days 114; flight crew total 1366,aircraft; human factors; weather,c172rg pilot reports a belly landing when the landing gear fails to extend prior to touching down and the propeller contacting the runway. a visual approach was being attempted through a broken cloud layer.,Critical,True,1366,2012,8
786768,2008-05-01,B767-300 And 300 Er,Air Carrier,Initial Climb,31000.0,Unknown,unknown,weather radar,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew landed as precaution; flight crew diverted; general declared emergency; general maintenance action,us,zzz.airport,unknown,aircraft,a b767-300 flt crew; early in a trans-oceanic flt; received a 'wx radar weak' error message. they declared an emergency and diverted to a suitable airport.,Warning,True,8476,2008,5
885653,2010-04-01,A319,Air Carrier,Parked,0.0,Unknown,unknown,laptop computer (performance; planning; etc.),Improperly Operated,aircraft equipment problem less severe; deviation / discrepancy - procedural mel / cdl; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy,Company Policy,general none reported / taken,unknown,unknown,unknown,chart or publication; company policy; manuals,an a319 captain reported the nef list was removed from the aircraft's laptop database so the crew could not verify with dispatch and maintenance that a deferral for a non essential item was legal.,Warning,True,6822,2010,4
1134937,2013-12-01,A319,Air Carrier,Cruise,0.0,Unknown,unknown,unknown,Unknown,aircraft equipment problem less severe,Aircraft,flight crew landed as precaution; flight crew diverted; general flight cancelled / delayed; general maintenance action,us,zzz.artcc,unknown,procedure; human factors; aircraft,an a319 flight attendant crew all detected a wet; dirty socks odor in the forward galley area. the captain was notified and diverted to a nearby airport where the flight was canceled while the pilots ferried the aircraft to a maintenance base.,Warning,True,10588,2013,12
688533,2006-02-01,B747-200,Air Carrier,Parked,0.0,Unknown,unknown,spoiler system,Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural mel / cdl; deviation / discrepancy - procedural maintenance,Human Factors,general maintenance action; general none reported / taken,us,zzz.airport,maintenance lead technician 3; maintenance technician 7,logbook entry; human factors; chart or publication; aircraft; manuals,a b747-200 was dispatched with the #3 thrust reverser inop per the mel. the maint ctlr failed to note the autospoilers were also inop. the autospoilers must be operative with an inop thrust reverser.,Critical,True,7201,2006,2
852057,2009-09-01,A300,Air Carrier,Taxi,0.0,Unknown,6,brake system,Malfunctioning,aircraft equipment problem less severe,Aircraft,general maintenance action,us,zzz.airport,flight crew last 90 days 50; flight crew total 8500; flight crew type 2300,aircraft,an a300 flight crew experienced hot brakes after landing and discovered a fuse plug had melted upon block arrival.,Warning,True,8500,2009,9
791284,2008-06-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Initial Approach,15000.0,Vmc,unknown,unknown,Unknown,deviation - altitude crossing restriction not met; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural published material / policy,Human Factors,general none reported / taken,dc,dca.airport,unknown,chart or publication; human factors,an acr flt crew inbnd to dca on the eldee arr; which had been changed by notam; missed a crossing restr because they deleted a fix in error.,Normal,False,8604,2008,6
977982,2011-11-01,Skyhawk 172/Cutlass 172,Unknown,Initial Approach,1300.0,Unknown,unknown,unknown,Unknown,conflict nmac,Human Factors,general none reported / taken,us,zzz.tower,unknown,human factors; atc equipment / nav facility / buildings,tower controller described an nmac between an aircraft on the go turning an early downwind and an aircraft entering downwind; the reporter listing fatigue and poor radar coverage as casual factors.,Normal,False,9175,2011,11
687721,2006-02-01,Bae 125 Series 800,Corporate,Takeoff / Launch; Initial Climb,1500.0,Mixed,unknown,unknown,Unknown,deviation - altitude overshoot; deviation - altitude crossing restriction not met; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance,Human Factors,flight crew returned to clearance,nj,teb.airport,flight crew last 90 days 125; flight crew total 25500; flight crew type 1200,airspace structure; human factors,hs125 crew on sid from teb overshoot alt.,Normal,False,25500,2006,2
739149,2007-05-01,B737-300,Air Carrier,Parked,0.0,Unknown,unknown,unknown,Unknown,aircraft equipment problem less severe; deviation / discrepancy - procedural published material / policy,Company Policy,general none reported / taken,fl,tpa.airport,flight crew last 90 days 177,company policy; aircraft; human factors,fueler adds fuel to center tank of b737-300 with less than full main tanks.,Warning,True,9031,2007,5
1135804,2013-12-01,Caravan 208B,Air Carrier,Descent,5500.0,Vmc,unknown,unknown,Unknown,atc issue all types; conflict airborne conflict; deviation / discrepancy - procedural published material / policy,Human Factors,flight crew took evasive action,hi,hcf.tracon,flight crew last 90 days 100; flight crew total 1300; flight crew type 1000,human factors; procedure,the two captains and the air traffic controller involved describe the events leading up to an airborne conflict in hcf airspace.,Normal,False,1300,2013,12
741090,2007-06-01,Md-81,Air Carrier,Takeoff / Launch,3000.0,Vmc,10,turbine engine,Failed,aircraft equipment problem critical,Aircraft,flight crew landed in emergency condition; general declared emergency,us,zzz.airport,unknown,aircraft,md81 experienced an eng failure after tkof. flt crew declared emer; returned to dep arpt; and landed in overweight condition.,Critical,True,8892,2007,6
1232155,2015-01-01,B757-200,Air Carrier,Other Rejected Takeoff,0.0,Unknown,unknown,air conditioning distribution system,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew rejected takeoff; flight crew returned to gate; general maintenance action,us,zzz.airport,unknown,aircraft,when he noted multiple eicas alerts as the aircraft approached 80k on the takeoff roll the captain of a b757 rejected the takeoff.,Warning,True,7075,2015,1
1206216,2014-09-01,Pa-28 Cherokee/Archer/Dakota/Pillan/Warrior,Personal,Landing,0.0,Vmc,clear; 10,unknown,Unknown,ground excursion runway; inflight event / encounter loss of aircraft control; inflight event / encounter weather / turbulence,Human Factors,general none reported / taken,ca,cno.airport,flight crew last 90 days 20; flight crew total 98; flight crew type 17,human factors; weather,pa-28-180 pilot reported loss of control during landing in gusty wind conditions that resulted in excursion from the runway surface into grass and brush.  no damage noted.,Normal,False,98,2014,9
1076318,2013-03-01,Widebody; Low Wing; 2 Turbojet Eng,Air Carrier,Takeoff / Launch; Taxi,0.0,Imc,rain; snow,unknown,Unknown,deviation / discrepancy - procedural published material / policy,Ambiguous,general none reported / taken,fo,egll.airport,flight crew last 90 days 200; flight crew total 20000; flight crew type 3500,chart or publication; equipment / tooling; procedure; weather; company policy,after an egll de-icing at +1c with moderate rain and snow; the crew questioned one application of kilfrost 75/25 with no holdover calculation and their takeoff legality but were then told they also had kilfrost 100%.,Normal,False,20000,2013,3
1189969,2014-07-01,Small Aircraft; High Wing; 1 Eng; Fixed Gear,Unknown,Final Approach,1700.0,Unknown,unknown,unknown,Unknown,atc issue all types; conflict nmac; deviation / discrepancy - procedural published material / policy,Procedure,air traffic control provided assistance; flight crew returned to clearance,fl,pns.airport,air traffic control time certified in pos 1 (yrs) 12.5,procedure,pns tower controller describes ongoing situation where approach control does not separate or sequence correctly vfr slow traffic behind faster ifr traffic. in this report it leads to a nmac.,Normal,False,2656,2014,7
660946,2005-06-01,Citation Excel (C560Xl),Corporate,Initial Climb,3000.0,Vmc,10,unknown,Unknown,conflict airborne conflict; deviation - track / heading all types; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural far,Human Factors,air traffic control issued new clearance,ca,sfo.airport,flight crew last 90 days 90; flight crew total 5000; flight crew type 1600,human factors; chart or publication,a c560 crew did not turn at the sfo 350 deg radial 4 dme because the current offshore 5 dep did not display that constraint.,Normal,False,5000,2005,6
